Matricula,Estado,Marca/Modelo,Color del vehiculo,Estatus Legal,Propietario Virtual,Fecha de registro,Filename
AFD-752-U,AGS,Jeep Compass,Negro,Cancelado,Regina Guerrero Camacho,2020-04-24 00:08:41,AFD-752-U.jpg
ABG-677-N,AGS,Hyundai Santa Fe,Rojo Oscuro,Irregular,Daniel Campos Quiroz,2024-12-13 17:31:28,ABG-677-N.jpg
AFJ-506-N,AGS,Jeep Wrangler,Azul,Baja Definitiva,Valeria Ruiz Leal,2017-02-16 10:08:01,AFJ-506-N.jpg
AEN-220-G,AGS,Hyundai Tucson,Naranja,Importacion Definitiva,Paola Aguilar Montoya,2017-09-14 09:53:42,AEN-220-G.jpg
ACN-027-B,AGS,Nissan NP300,Blanco Perlado,Baja Definitiva,Norma Vargas Portillo,2022-06-17 02:07:37,ACN-027-B.jpg
AAL-036-K,AGS,Audi Q5,Rojo Oscuro,Homologacion,Paola Escobar Serrano,2023-05-07 01:47:36,AAL-036-K.jpg
AE8-686-U,AGS,Jeep Wrangler,Verde Oscuro,En Proceso Legal,Jorge Pacheco Montoya,2018-01-19 15:31:27,AE8-686-U.jpg
AF4-166-T,AGS,Audi Q3,Gris Oscuro,Recuperado,Marisol Palacios Salazar,2022-11-27 02:25:01,AF4-166-T.jpg
ABJ-594-Z,AGS,Audi Q5,Rojo,Importacion Definitiva,Armando Carrillo Gutierrez,2026-02-02 10:11:49,ABJ-594-Z.jpg
ACK-373-K,AGS,Fiat Argo,Rojo Oscuro,Baja Temporal,Sandra Correa Gallegos,2024-02-18 17:14:16,ACK-373-K.jpg
ACT-644-K,AGS,Hyundai Tucson,Cafe,Cancelado,Alejandro Cervantes Peña,2023-12-27 10:22:37,ACT-644-K.jpg
AFD-711-B,AGS,Mazda CX-5,Negro,Activo,Ricardo Huerta Villanueva,2021-11-28 08:22:11,AFD-711-B.jpg
ADY-989-H,AGS,Ford Focus,Naranja,Activo,Ana Valencia Vazquez,2018-11-07 05:21:29,ADY-989-H.jpg
AAE-056-G,AGS,Fiat 500,Dorado,Importacion Temporal,Yolanda Portillo Vargas,2021-12-02 04:38:02,AAE-056-G.jpg
AEF-082-Z,AGS,Fiat 500,Beige,Robado,Teresa Delgado Campos,2023-01-15 08:12:23,AEF-082-Z.jpg
AB4-725-B,AGS,Mercedes-Benz A-Class,Verde Oscuro,Activo,Rocio Silva Valdez,2026-04-10 05:50:30,AB4-725-B.jpg
AD8-902-A,AGS,Fiat 500,Verde,Robado,Sergio Peña Bravo,2022-09-05 16:27:13,AD8-902-A.jpg
ACK-583-E,AGS,Jeep Grand Cherokee,Negro,Homologacion,Marisol Moya Alvarez,2018-02-20 18:44:47,ACK-583-E.jpg
AFM-053-B,AGS,Peugeot 208,Azul,Robado,Felipe Mejia Soto,2017-03-25 16:20:58,AFM-053-B.jpg
ABS-243-J,AGS,Audi A3,Verde Oscuro,Irregular,German Luna Beltran,2018-12-02 02:43:02,ABS-243-J.jpg
ABH-708-L,AGS,Renault Duster,Blanco Perlado,Baja Temporal,Angela Hernandez Navarro,2020-08-17 10:44:18,ABH-708-L.jpg
ADS-544-H,AGS,Kia Forte,Amarillo,Cancelado,Ruben Montes Serrano,2021-02-09 06:22:24,ADS-544-H.jpg
ABH-296-W,AGS,Volkswagen Vento,Blanco Perlado,Baja Definitiva,Ernesto Ruiz Morales,2018-05-06 11:30:47,ABH-296-W.jpg
AF4-564-D,AGS,Renault Duster,Plateado,Activo,Elizabeth Tovar Escobar,2017-10-17 13:43:33,AF4-564-D.jpg
AF1-903-F,AGS,Renault Duster,Vino,Homologacion,Ruben Soto Villalobos,2018-05-27 05:51:32,AF1-903-F.jpg
AD2-550-L,AGS,Fiat Toro,Rojo,Importacion Temporal,Noe De La Cruz Garcia,2025-11-23 08:25:50,AD2-550-L.jpg
ACH-426-P,AGS,Audi Q5,Plateado,Irregular,Sofia Ramos Sanchez,2026-05-21 01:32:09,ACH-426-P.jpg
AE2-779-H,AGS,Nissan Sentra,Negro,Importacion Definitiva,Felipe Pacheco Martinez,2020-09-04 11:19:44,AE2-779-H.jpg
ADA-849-M,AGS,Chevrolet Cruze,Plateado,Importacion Definitiva,Claudia Martinez Montes,2022-08-05 15:42:33,ADA-849-M.jpg
AF5-846-M,AGS,Honda Accord,Beige,Robado,Benjamin Leal Mendoza,2024-03-08 17:59:33,AF5-846-M.jpg
AAZ-772-H,AGS,Peugeot 208,Cafe,Activo,Marisol Estrada Carrillo,2025-12-24 02:03:39,AAZ-772-H.jpg
AET-680-L,AGS,Peugeot 308,Morado,Activo,Gabriela Montes Mora,2022-10-30 00:55:53,AET-680-L.jpg
AFW-964-K,AGS,Toyota Yaris,Cafe,Activo,Norma Sanchez Valdez,2021-12-21 03:29:14,AFW-964-K.jpg
ACZ-809-J,AGS,Honda Civic,Amarillo,Homologacion,Martha Valdez Trejo,2017-09-12 05:20:01,ACZ-809-J.jpg
AD6-646-A,AGS,Chevrolet Aveo,Blanco Perlado,Importacion Temporal,Salvador Gutierrez Nieto,2024-09-15 21:39:31,AD6-646-A.jpg
ACJ-085-T,AGS,BMW 3 Series,Blanco,Homologacion,David Fernandez Ramos,2023-01-06 04:16:45,ACJ-085-T.jpg
AES-047-Y,AGS,Kia Forte,Morado,En Proceso Legal,Salvador Diaz Torres,2023-11-14 18:45:33,AES-047-Y.jpg
AF1-899-F,AGS,BMW X5,Gris,Baja Definitiva,Mateo Aguilar Bravo,2026-03-07 09:19:50,AF1-899-F.jpg
AFT-903-Y,AGS,Toyota Hilux,Blanco Perlado,Activo,Renata Esquivel Beltran,2021-10-20 15:17:35,AFT-903-Y.jpg
ADD-056-L,AGS,Renault Logan,Blanco,Baja Definitiva,Francisco Valencia Barajas,2019-01-21 03:37:24,ADD-056-L.jpg
ADJ-844-F,AGS,Jeep Compass,Rojo,Importacion Definitiva,Fabiola Romero Sanchez,2018-10-23 13:12:33,ADJ-844-F.jpg
AEH-098-X,AGS,Ford Focus,Verde,Robado,Marisol Castro Mejia,2019-01-29 04:01:11,AEH-098-X.jpg
AFT-424-J,AGS,Honda HR-V,Verde,En Proceso Legal,Marcos Villalobos Perez,2022-05-16 19:51:58,AFT-424-J.jpg
AC9-811-U,AGS,Ford Ranger,Rojo Oscuro,Importacion Definitiva,Marina Sandoval Orozco,2024-09-28 03:17:26,AC9-811-U.jpg
ABH-461-P,AGS,BMW X3,Azul,En Proceso Legal,Diego Lopez Cervantes,2020-07-22 11:16:43,ABH-461-P.jpg
AD9-558-G,AGS,Toyota Yaris,Plateado,Importacion Temporal,Salvador Contreras Silva,2021-09-10 05:41:43,AD9-558-G.jpg
AD0-263-A,AGS,Chevrolet Spark,Amarillo,Irregular,Marco Olvera Mendoza,2025-07-13 03:07:50,AD0-263-A.jpg
ACA-101-E,AGS,Mazda MX-5,Dorado,En Proceso Legal,David Diaz Arellano,2024-05-28 00:04:55,ACA-101-E.jpg
ADH-438-B,AGS,Mercedes-Benz A-Class,Rojo Oscuro,Reposicion,Rosa Chavez Sepulveda,2022-05-13 22:35:03,ADH-438-B.jpg
ADN-706-H,AGS,Volkswagen Vento,Verde Oscuro,Activo,Elias Peña Salazar,2025-04-22 22:44:22,ADN-706-H.jpg
AER-365-M,AGS,Toyota Corolla,Azul,Baja Definitiva,Ana Villegas Castro,2024-06-06 22:28:46,AER-365-M.jpg
AAX-168-C,AGS,Audi Q3,Dorado,Baja Definitiva,Benjamin Tovar Sandoval,2017-10-01 07:49:24,AAX-168-C.jpg
ADM-668-Z,AGS,Honda CR-V,Azul Marino,Cancelado,Claudia Rodriguez Villanueva,2020-04-18 19:31:59,ADM-668-Z.jpg
AF7-651-D,AGS,Audi A4,Beige,Cancelado,Rebeca Tovar Maldonado,2022-06-05 10:28:07,AF7-651-D.jpg
AAG-755-C,AGS,Fiat Cronos,Gris,Irregular,Fernando Izquierdo Villalobos,2019-08-19 09:51:57,AAG-755-C.jpg
AAD-344-N,AGS,Peugeot 3008,Verde,Recuperado,Ricardo Cruz Quiroz,2018-08-21 20:24:02,AAD-344-N.jpg
CEY-673-R,BC,Toyota Corolla,Amarillo,Reposicion,Sergio Esquivel Lopez,2024-10-08 02:58:11,CEY-673-R.jpg
B0M-443-R,BC,Kia Rio,Plateado,Baja Definitiva,Beatriz Martinez Quiroz,2025-09-10 02:53:13,B0M-443-R.jpg
C9K-160-E,BC,Jeep Renegade,Beige,Homologacion,Andres Cervantes Plascencia,2017-05-26 20:31:01,C9K-160-E.jpg
AJ6-665-P,BC,Renault Duster,Morado,Activo,Sergio Cordero Contreras,2017-05-30 21:54:40,AJ6-665-P.jpg
B1F-856-F,BC,Volkswagen Vento,Plateado,Recuperado,Ruben Sanchez Zamora,2025-09-03 22:53:14,B1F-856-F.jpg
C9K-883-W,BC,Mazda 2,Verde Oscuro,Baja Definitiva,Patricia Suarez Jimenez,2022-09-15 11:52:06,C9K-883-W.jpg
BBY-677-K,BC,Mercedes-Benz C-Class,Morado,En Proceso Legal,Cecilia Salazar Esquivel,2022-11-20 15:54:47,BBY-677-K.jpg
B2A-670-P,BC,Toyota Corolla,Blanco,En Proceso Legal,Patricia Villanueva Sepulveda,2022-07-29 10:17:38,B2A-670-P.jpg
AHA-855-D,BC,BMW X5,Plateado,Activo,Andres Solano Castro,2025-05-21 23:04:56,AHA-855-D.jpg
BE2-787-L,BC,Peugeot 308,Morado,Cancelado,Daniela Valdez Suarez,2020-03-05 20:28:54,BE2-787-L.jpg
AM1-689-W,BC,Kia Rio,Rojo Oscuro,Activo,Martha Solano Rios,2023-04-08 16:34:41,AM1-689-W.jpg
BC1-855-B,BC,Peugeot 208,Gris,Importacion Temporal,Javier Castillo Martinez,2023-05-31 13:47:58,BC1-855-B.jpg
BVS-390-Z,BC,Jeep Grand Cherokee,Verde,Baja Definitiva,Javier Maldonado Hernandez,2019-02-22 13:31:40,BVS-390-Z.jpg
AWP-890-Z,BC,BMW X3,Beige,Baja Definitiva,Oscar Arellano Fernandez,2017-07-31 18:36:45,AWP-890-Z.jpg
BH5-764-W,BC,Mercedes-Benz A-Class,Morado,En Proceso Legal,Alejandro Mendoza Carrillo,2020-03-07 04:15:06,BH5-764-W.jpg
BG2-529-S,BC,BMW X3,Morado,Importacion Definitiva,Laura Navarro Castro,2018-07-10 04:26:55,BG2-529-S.jpg
CV2-681-M,BC,Toyota Prius,Rojo,Homologacion,Javier Quintero Serrano,2020-06-06 17:04:58,CV2-681-M.jpg
AWA-941-X,BC,Ford Ranger,Blanco,Homologacion,Cecilia Lopez Martinez,2017-11-16 23:26:58,AWA-941-X.jpg
AND-896-P,BC,Jeep Renegade,Rojo Oscuro,Baja Definitiva,Yolanda Castillo Garcia,2021-11-19 23:07:41,AND-896-P.jpg
CSR-913-X,BC,Toyota Corolla,Naranja,Importacion Temporal,Carlos Ruiz Guerrero,2023-04-26 01:36:03,CSR-913-X.jpg
AMS-974-U,BC,Kia Rio,Rojo,Activo,Lucia Estrada Maldonado,2019-09-21 17:41:29,AMS-974-U.jpg
B7D-677-K,BC,Volkswagen Amarok,Naranja,Baja Definitiva,Cecilia Rios Villegas,2018-10-23 01:05:20,B7D-677-K.jpg
CGC-254-J,BC,Mercedes-Benz C-Class,Blanco,Baja Temporal,Angela Valencia Orozco,2023-04-09 01:54:22,CGC-254-J.jpg
CL1-680-T,BC,Toyota Hilux,Azul Marino,Importacion Temporal,Oscar Montoya Urbina,2018-04-16 07:12:49,CL1-680-T.jpg
B3N-565-P,BC,Ford Fiesta,Cafe,Baja Definitiva,Noe Sepulveda Ramos,2025-09-18 14:02:32,B3N-565-P.jpg
B0Z-863-G,BC,Audi A4,Gris,Activo,Isabel Montes Ortega,2017-06-01 04:18:43,B0Z-863-G.jpg
B2U-315-Z,BC,Peugeot 308,Cafe,Importacion Definitiva,Jorge Gutierrez Herrera,2017-02-16 03:01:51,B2U-315-Z.jpg
AJG-640-X,BC,Nissan NP300,Amarillo,Baja Temporal,Alicia Luna Mora,2021-09-19 23:06:36,AJG-640-X.jpg
CLN-573-V,BC,Volkswagen Golf,Negro,Activo,Fernando Zarate Ruiz,2025-09-18 09:54:57,CLN-573-V.jpg
BUS-835-X,BC,Kia Sorento,Verde,Baja Temporal,Alejandra Villegas Beltran,2022-10-21 18:03:26,BUS-835-X.jpg
ANC-157-T,BC,Honda Civic,Blanco Perlado,Robado,Andres Ramirez Garcia,2024-01-07 03:27:48,ANC-157-T.jpg
BHM-670-X,BC,Mercedes-Benz C-Class,Verde,Reposicion,Adriana Estrada Medina,2020-08-07 16:23:30,BHM-670-X.jpg
C9D-086-X,BC,Fiat Argo,Beige,Importacion Definitiva,Beatriz Tovar Morales,2022-06-07 07:24:50,C9D-086-X.jpg
C20-337-U,BC,Nissan Sentra,Dorado,Irregular,Fernando Serrano Sanchez,2017-07-22 23:56:06,C20-337-U.jpg
BP3-307-P,BC,Renault Sandero,Gris,Irregular,Beatriz Urbina Ramos,2020-01-01 01:36:12,BP3-307-P.jpg
BM7-833-L,BC,Ford Fiesta,Amarillo,Remarcaje,Noe Cervantes Romero,2022-01-26 12:36:39,BM7-833-L.jpg
BSV-369-P,BC,Nissan Sentra,Azul Marino,Activo,Marisol Portillo Mora,2024-06-10 09:11:23,BSV-369-P.jpg
CAZ-758-K,BC,Kia Sportage,Gris Oscuro,Activo,Teresa Flores Solano,2019-09-18 09:18:57,CAZ-758-K.jpg
CPZ-611-F,BC,Audi Q5,Gris Oscuro,Importacion Temporal,Elias Flores Correa,2023-12-27 19:14:55,CPZ-611-F.jpg
C4C-780-K,BC,Nissan NP300,Verde,Robado,Marisol Correa Contreras,2018-09-03 21:21:02,C4C-780-K.jpg
BVZ-469-S,BC,Mercedes-Benz GLC,Beige,Recuperado,Felipe Alvarez Herrera,2023-10-25 15:26:58,BVZ-469-S.jpg
ATA-451-H,BC,Fiat Cronos,Vino,Cancelado,Angela Gonzalez Gonzalez,2018-02-26 02:29:09,ATA-451-H.jpg
C0J-832-H,BC,Honda Accord,Verde Oscuro,Activo,Daniel Cordero Perez,2020-04-27 00:36:18,C0J-832-H.jpg
BW7-080-Z,BC,Kia Sorento,Blanco,Importacion Temporal,Estela Avila Guerrero,2023-03-07 15:48:45,BW7-080-Z.jpg
B8Z-261-F,BC,Audi Q5,Azul Marino,En Proceso Legal,Silvia Espinoza Pacheco,2017-05-21 13:33:43,B8Z-261-F.jpg
C8N-377-N,BC,Peugeot 308,Rojo,En Proceso Legal,Elsa Sepulveda Sandoval,2020-04-30 09:40:19,C8N-377-N.jpg
CMG-697-Y,BC,Renault Logan,Naranja,En Proceso Legal,Guillermo Moya Izquierdo,2022-06-01 07:35:48,CMG-697-Y.jpg
ALS-778-V,BC,Fiat Cronos,Dorado,Robado,Ruben Estrada Barajas,2022-08-03 07:09:00,ALS-778-V.jpg
B9K-985-R,BC,Kia Sportage,Morado,Remarcaje,Angela Quiroz Guerrero,2022-01-09 00:50:42,B9K-985-R.jpg
AUR-738-F,BC,Hyundai Elantra,Azul Marino,Homologacion,Sofia Avila Urbina,2024-10-14 20:20:23,AUR-738-F.jpg
CYJ-837-P,BC,Kia Rio,Azul Marino,Cancelado,Angela Maldonado Navarro,2023-07-02 15:30:46,CYJ-837-P.jpg
BAX-548-P,BC,Nissan Versa,Beige,Recuperado,Juan Solano Ortega,2019-09-19 16:22:32,BAX-548-P.jpg
AUL-161-L,BC,Renault Kwid,Dorado,Robado,Roberto Quintero Carrillo,2022-11-26 22:00:01,AUL-161-L.jpg
C70-711-P,BC,Mazda CX-5,Plateado,Reposicion,Susana Del Valle Sepulveda,2021-02-09 23:48:42,C70-711-P.jpg
CGV-526-F,BC,Kia Rio,Verde Oscuro,En Proceso Legal,Jose Arellano Navarro,2018-01-25 12:10:46,CGV-526-F.jpg
C61-267-Z,BC,Fiat Toro,Blanco Perlado,Activo,Noe Camacho Cervantes,2022-12-11 16:17:27,C61-267-Z.jpg
B29-168-R,BC,Honda HR-V,Azul,Importacion Temporal,Andres Silva Portillo,2024-09-21 12:24:43,B29-168-R.jpg
CTA-728-H,BC,Kia Sportage,Morado,Robado,Mauricio Olvera Medina,2024-06-15 01:49:48,CTA-728-H.jpg
CFF-339-N,BC,Kia Forte,Rojo Oscuro,Robado,Cristian Sandoval Valencia,2021-05-14 18:35:58,CFF-339-N.jpg
CU1-616-W,BC,BMW X3,Gris,Cancelado,Martha Mora Carrillo,2023-01-15 09:41:57,CU1-616-W.jpg
APK-350-P,BC,Hyundai Tucson,Morado,Homologacion,Silvia Gonzalez Sanchez,2019-01-06 17:42:09,APK-350-P.jpg
ASV-805-G,BC,Ford Fiesta,Plateado,Activo,Sofia Carrillo Fernandez,2017-03-07 07:48:27,ASV-805-G.jpg
AYR-656-G,BC,Kia Rio,Azul,Importacion Definitiva,Miguel Villanueva De La Cruz,2017-10-15 07:38:40,AYR-656-G.jpg
BG3-120-B,BC,Hyundai Elantra,Azul,Activo,Sebastian Cervantes Correa,2019-01-28 04:24:08,BG3-120-B.jpg
C56-104-Y,BC,Nissan Versa,Morado,Remarcaje,Guadalupe Bravo Quintero,2022-11-27 00:33:07,C56-104-Y.jpg
AJU-988-A,BC,Ford Fiesta,Verde,Activo,Alejandra Quiroz Ramos,2020-06-15 07:30:22,AJU-988-A.jpg
C07-020-P,BC,Nissan NP300,Verde Oscuro,Activo,Oscar Rivera Quiroz,2023-10-15 05:24:44,C07-020-P.jpg
B8L-829-H,BC,Toyota Yaris,Rojo,Irregular,Lorena Solano Suarez,2025-01-05 09:42:41,B8L-829-H.jpg
BKL-287-R,BC,Ford Fusion,Gris Oscuro,Activo,Hector Tovar Estrada,2017-07-10 11:16:58,BKL-287-R.jpg
BRD-802-N,BC,Mercedes-Benz GLA,Amarillo,Baja Definitiva,Francisco Esquivel Maldonado,2023-05-05 13:32:41,BRD-802-N.jpg
AYE-228-W,BC,Peugeot 208,Plateado,Remarcaje,Julieta Rosales Flores,2021-11-23 11:18:59,AYE-228-W.jpg
B70-136-A,BC,Chevrolet Spark,Gris Oscuro,Importacion Temporal,Ricardo Martinez Espinoza,2018-05-31 08:45:19,B70-136-A.jpg
CBG-538-H,BC,Jeep Compass,Rojo Oscuro,Activo,Marco Cabrera Leal,2024-04-06 14:41:54,CBG-538-H.jpg
BWA-915-T,BC,Volkswagen Jetta,Naranja,Cancelado,Valeria Salazar Rivera,2020-04-15 21:08:23,BWA-915-T.jpg
BZC-815-L,BC,BMW X5,Naranja,Cancelado,Javier Reyes Ramos,2024-07-24 01:20:50,BZC-815-L.jpg
AYT-494-E,BC,Mercedes-Benz GLC,Vino,En Proceso Legal,Sergio Salazar Castillo,2024-08-30 02:27:03,AYT-494-E.jpg
CKX-432-S,BC,BMW 5 Series,Morado,Remarcaje,Yolanda Diaz Izquierdo,2021-06-12 01:08:19,CKX-432-S.jpg
BZ7-287-B,BC,Mazda 3,Verde Oscuro,Activo,Paola Cabrera Silva,2023-03-20 15:09:09,BZ7-287-B.jpg
BN2-191-J,BC,Nissan NP300,Amarillo,Importacion Definitiva,Sofia Solano Fernandez,2023-03-25 21:54:39,BN2-191-J.jpg
BG1-398-R,BC,Fiat Cronos,Gris,Robado,Ernesto Juarez Salazar,2023-06-29 02:08:56,BG1-398-R.jpg
CE5-663-D,BC,BMW X3,Gris Oscuro,Homologacion,Lorena Castro Romero,2024-08-24 03:33:23,CE5-663-D.jpg
C9Z-499-E,BC,Mercedes-Benz C-Class,Blanco,Activo,Luis Fernandez Sepulveda,2020-12-09 14:12:24,C9Z-499-E.jpg
AV3-168-Y,BC,Hyundai Santa Fe,Azul,En Proceso Legal,Maria Torres Tapia,2018-07-27 23:09:20,AV3-168-Y.jpg
BAU-835-W,BC,Mercedes-Benz C-Class,Verde Oscuro,Activo,Marcos Huerta Diaz,2026-02-15 05:20:21,BAU-835-W.jpg
AH2-756-T,BC,BMW X3,Verde Oscuro,Activo,Carlos Cervantes Portillo,2025-12-29 22:38:07,AH2-756-T.jpg
BPK-988-Y,BC,Mazda 3,Verde Oscuro,Activo,Carmen Gallegos Nieto,2022-05-06 00:18:35,BPK-988-Y.jpg
C1P-301-P,BC,Audi A3,Morado,Cancelado,Norma Quiroz Cordero,2019-09-12 04:02:58,C1P-301-P.jpg
BEY-588-W,BC,Fiat Argo,Azul,Importacion Definitiva,Antonio Maldonado Esquivel,2018-09-04 19:44:37,BEY-588-W.jpg
CUU-417-C,BC,Kia Sorento,Azul Marino,Activo,Alejandra Dominguez Medina,2026-04-03 12:01:28,CUU-417-C.jpg
BFT-091-E,BC,Volkswagen Vento,Morado,Activo,Gabriela De La Cruz Guerrero,2024-11-29 04:04:15,BFT-091-E.jpg
BNZ-984-J,BC,Ford Fusion,Amarillo,Cancelado,Manuel Guerrero Delgado,2019-11-04 14:15:58,BNZ-984-J.jpg
AHX-413-C,BC,Volkswagen Amarok,Gris Oscuro,En Proceso Legal,Cecilia Ramos Rodriguez,2024-12-11 20:20:03,AHX-413-C.jpg
C0C-338-P,BC,Mercedes-Benz C-Class,Verde Oscuro,Robado,Rebeca Izquierdo Reyes,2020-11-22 05:20:35,C0C-338-P.jpg
AHK-511-C,BC,Hyundai Santa Fe,Gris,Activo,Marcos Cordero Fuentes,2022-06-03 16:21:10,AHK-511-C.jpg
B7Y-074-A,BC,Hyundai Elantra,Verde,Irregular,Victor Estrada Castro,2020-07-06 17:13:21,B7Y-074-A.jpg
BCN-657-H,BC,Toyota Yaris,Dorado,Baja Definitiva,Marcos Reyes Velazquez,2020-07-08 16:02:25,BCN-657-H.jpg
AMS-888-Z,BC,Kia Sorento,Morado,En Proceso Legal,Adriana Rios Tovar,2022-09-06 10:45:28,AMS-888-Z.jpg
AW2-527-W,BC,Chevrolet Cruze,Cafe,Activo,Guillermo Estrada Nieto,2023-06-23 14:20:20,AW2-527-W.jpg
CGR-549-C,BC,Audi Q3,Verde Oscuro,Activo,Alberto Olvera Escobar,2018-03-13 23:20:03,CGR-549-C.jpg
ALB-906-R,BC,Volkswagen Jetta,Naranja,Cancelado,Ricardo Mejia Morales,2018-05-20 13:13:20,ALB-906-R.jpg
CNS-324-T,BC,Chevrolet Beat,Gris Oscuro,Robado,Jesus Herrera Gallegos,2026-05-05 21:53:56,CNS-324-T.jpg
BF0-731-M,BC,Audi Q5,Beige,Activo,Eduardo Herrera Rosales,2022-09-03 21:18:40,BF0-731-M.jpg
AVP-876-G,BC,Hyundai Santa Fe,Blanco Perlado,Cancelado,Roberto Fernandez Gonzalez,2025-07-23 02:38:48,AVP-876-G.jpg
C2L-399-Y,BC,Peugeot 5008,Vino,Baja Definitiva,Elsa Cruz Correa,2020-06-22 02:35:00,C2L-399-Y.jpg
CU9-757-E,BC,Ford Focus,Gris,En Proceso Legal,Francisco Reyes Navarro,2019-12-25 19:37:30,CU9-757-E.jpg
C5A-062-G,BC,Chevrolet Beat,Azul Marino,Robado,Javier Navarro Vazquez,2018-01-15 01:41:20,C5A-062-G.jpg
C24-663-R,BC,Honda HR-V,Blanco Perlado,Robado,Miguel Pineda Suarez,2025-05-26 02:35:14,C24-663-R.jpg
AUU-701-T,BC,Hyundai Tucson,Plateado,Importacion Definitiva,Luis Beltran Rodriguez,2022-08-31 16:07:23,AUU-701-T.jpg
CVS-112-E,BC,Hyundai Elantra,Rojo,Activo,Marcos Medina Cordero,2019-04-28 04:12:03,CVS-112-E.jpg
BM9-988-U,BC,Toyota Prius,Gris Oscuro,Cancelado,Andres Suarez Jimenez,2019-04-08 03:41:18,BM9-988-U.jpg
CV6-679-W,BC,Jeep Renegade,Rojo Oscuro,En Proceso Legal,Cecilia Carrillo Campos,2022-04-11 18:17:42,CV6-679-W.jpg
AU2-500-U,BC,Kia Sportage,Plateado,Homologacion,Renata Vazquez De La Cruz,2025-10-02 01:18:48,AU2-500-U.jpg
BKG-632-M,BC,Honda Accord,Verde,Activo,Ana Torres Leal,2021-01-25 06:56:37,BKG-632-M.jpg
CT7-511-D,BC,Jeep Grand Cherokee,Verde Oscuro,Importacion Temporal,Camila Peña Serrano,2018-07-29 03:40:15,CT7-511-D.jpg
ASH-419-Y,BC,Mercedes-Benz C-Class,Rojo,Activo,Elsa Carrillo Rios,2023-07-11 21:58:21,ASH-419-Y.jpg
C6H-235-X,BC,Honda Civic,Gris Oscuro,Irregular,Antonio Romero Juarez,2024-01-29 00:43:30,C6H-235-X.jpg
AH8-887-H,BC,Renault Sandero,Dorado,Robado,Francisco Palacios Tovar,2023-02-17 15:06:44,AH8-887-H.jpg
CRM-630-X,BC,Honda CR-V,Morado,Activo,Andres Sepulveda Correa,2025-12-01 09:42:14,CRM-630-X.jpg
CAF-405-N,BC,Toyota Hilux,Cafe,Activo,Maria Mejia Camacho,2023-02-25 08:15:40,CAF-405-N.jpg
AJ3-015-F,BC,Mazda 2,Gris,Importacion Definitiva,Elizabeth Leal Barajas,2022-05-25 13:27:23,AJ3-015-F.jpg
C3D-675-T,BC,Hyundai Elantra,Verde,Baja Temporal,Gabriela Perez Herrera,2023-09-15 21:19:41,C3D-675-T.jpg
BSH-009-C,BC,Volkswagen Golf,Negro,Cancelado,Raul Medina Fernandez,2017-07-13 18:07:44,BSH-009-C.jpg
CR0-731-W,BC,Ford Ranger,Blanco,Irregular,Lucia Mora Maldonado,2019-12-05 19:44:44,CR0-731-W.jpg
BTM-734-G,BC,Peugeot 5008,Gris,Reposicion,Teresa Salazar Plascencia,2019-05-26 20:06:36,BTM-734-G.jpg
CYH-519-X,BC,Mazda 3,Negro,Cancelado,Sebastian Zamora Sandoval,2023-10-31 02:49:31,CYH-519-X.jpg
C57-718-E,BC,Hyundai Elantra,Rojo Oscuro,Activo,Eduardo Vazquez Ramirez,2024-12-16 17:05:45,C57-718-E.jpg
BJ3-477-V,BC,Volkswagen Amarok,Vino,Activo,Elsa Torres Montes,2020-10-14 04:51:05,BJ3-477-V.jpg
CG2-988-K,BC,Toyota Corolla,Beige,Baja Definitiva,Silvia Valdez Alvarez,2025-11-01 13:58:30,CG2-988-K.jpg
BM2-039-D,BC,Mercedes-Benz C-Class,Cafe,Activo,Liliana Guerrero Camacho,2023-12-17 00:42:33,BM2-039-D.jpg
ANB-179-K,BC,Mazda 2,Cafe,Baja Temporal,Oscar Medina Maldonado,2019-04-04 21:31:36,ANB-179-K.jpg
BA9-978-J,BC,Renault Sandero,Negro,Robado,Sandra Quiroz Suarez,2021-10-16 02:42:31,BA9-978-J.jpg
CKD-782-Z,BC,Toyota Yaris,Azul,Activo,Eduardo Acosta Martinez,2017-01-21 05:37:13,CKD-782-Z.jpg
CLZ-683-Z,BC,Kia Sorento,Cafe,Homologacion,Ricardo Gutierrez Medina,2025-04-05 09:49:31,CLZ-683-Z.jpg
CPV-067-W,BC,Toyota Hilux,Beige,Recuperado,Marcos Tovar Morales,2018-10-24 20:52:59,CPV-067-W.jpg
AY2-185-D,BC,Ford Fiesta,Azul,Cancelado,Daniela Izquierdo Delgado,2017-09-11 07:56:21,AY2-185-D.jpg
BWW-205-T,BC,Chevrolet Beat,Verde Oscuro,Activo,Luis Mora Correa,2026-03-03 19:12:41,BWW-205-T.jpg
B45-072-L,BC,Chevrolet Beat,Blanco,Baja Definitiva,Alejandra Villanueva Gallegos,2021-05-16 03:33:51,B45-072-L.jpg
AKE-483-Y,BC,Honda HR-V,Amarillo,Activo,Noe Barajas Quintero,2021-11-29 22:11:27,AKE-483-Y.jpg
C5M-715-H,BC,Nissan Sentra,Azul,Activo,Beatriz Gonzalez Cabrera,2025-10-16 04:11:45,C5M-715-H.jpg
APM-697-D,BC,Ford Focus,Plateado,Activo,Roberto Suarez Olvera,2019-03-27 20:27:54,APM-697-D.jpg
CMX-147-E,BC,Volkswagen Golf,Gris Oscuro,Activo,Lorena Perez Romero,2025-11-15 11:51:34,CMX-147-E.jpg
